48.358	3.01178	-0.979716	41.9524	-0.173185	-0.274608	95.7196
36.6366	2.57926	0.205829	30.2857	-0.984644	1.9241	91.7002
80.8462	-2.32878	-0.311598	30.602	2.32632	0.890069	96.2036
42.6748	-2.45101	0.134557	41.0228	0.711281	-0.576181	89.0169
33.8917	1.91907	1.82969	26.5396	-1.08287	-0.222246	94.3268
28.4149	-1.39716	0.162823	25.9609	2.00826	2.39492	91.5322
36.2748	0.945979	0.894808	34.1754	-2.19825	2.18641	85.6208
32.2256	-2.82601	0.304351	28.1832	0.484789	1.9084	80.5594
45.9459	-0.488888	-1.80915	40.847	2.32306	-1.19236	89.6762
43.5103	-1.84918	-1.57964	40.5438	1.20234	-0.795367	90.4645
45.8407	3.01246	0.535095	42.0583	-0.0849764	0.762653	88.3654
262.72	-1.61836	0.527656	243.538	1.46441	0.68706	507.284
44.5416	-1.85167	-0.616254	29.0345	1.47045	0.755766	89.2864
29.2318	-1.1723	-1.89908	13.6507	1.14222	1.03842	89.9483
47.2186	1.55138	1.35384	41.3133	-1.76671	0.677231	93.1131
93.7477	2.66735	-1.16528	18.5731	-0.763193	-2.00886	90.1925
27.6804	2.55314	1.23323	26.5823	-1.43345	0.462037	53.9269
48.2288	-1.4559	0.396291	43.0349	1.49937	0.935954	94.0719
39.0962	-1.20083	-0.0265496	35.0684	1.90791	-1.24702	88.2684
64.2626	2.9207	-1.67746	22.6198	-0.643606	-0.71164	83.8046
30.459	-0.586112	-0.93064	14.968	-1.17703	1.95352	86.1618
33.3193	2.08086	0.735508	33.2562	-0.995529	-0.966271	92.1403
35.2747	-0.905375	0.701896	30.2449	2.55701	-1.14196	94.5371
54.8532	0.541244	-1.19457	40.4984	-2.54162	-1.16598	94.2338
29.1124	1.98637	1.0772	28.8738	-1.24468	-1.0668	94.5835
31.4861	0.176108	2.37967	14.5653	-2.79167	0.644467	59.8713
50.7409	-2.90901	0.781392	39.0263	-0.620773	1.81668	94.2511
43.6758	-1.9782	1.95736	39.2769	1.07684	1.1732	89.2129
45.329	1.18105	1.43807	42.3976	-1.7949	0.783655	92.1282
59.9124	1.7028	1.98744	32.9505	-1.5291	2.44794	91.1404
46.2225	-2.73261	1.23365	30.5598	0.279793	-0.129633	93.1911
56.1735	2.39749	1.04703	43.3166	-1.37306	1.59624	97.746
43.3386	-1.16541	1.16156	39.1053	3.03036	2.63849	97.3826
36.0431	-2.36019	1.3418	25.3819	0.361057	-0.591473	90.1457
59.6565	1.35939	1.0987	40.7495	-1.0521	0.635381	94.9518
47.1512	1.0925	1.73474	33.5927	-2.35481	2.66241	87.479
44.0459	1.5498	0.666476	38.8387	-1.83718	-0.302817	92.0724
52.0502	-2.162	0.751127	38.429	0.973597	0.521392	90.0383
45.7186	-0.418023	1.30411	18.6142	-3.13648	-0.679825	88.6393
52.8961	-2.84836	1.96447	39.8463	0.0189894	2.16922	91.444
53.3209	-2.20085	0.278734	36.7956	1.16197	0.839989	91.5789
30.4261	2.83203	1.07026	25.2221	0.55927	-1.11229	88.7898
51.3373	-0.707233	2.41831	27.5752	2.1187	1.93037	76.5927
37.3463	-0.139618	-2.07436	24.6728	2.96612	-0.225673	88.5397
55.6804	2.23823	-1.69997	39.7112	-0.932303	-1.72314	94.0419
36.2282	0.869869	-0.735421	21.3444	-2.64316	-1.0288	55.2689
25.9041	-0.274757	1.29728	17.9356	-3.00401	-0.379235	58.5014
41.8245	-2.42891	1.00161	18.4663	0.496558	-1.0818	88.364
47.8972	0.50352	-2.12312	39.3643	-2.64214	-1.64245	89.3634
49.0483	-0.228966	-2.47902	27.4105	2.25262	-1.64069	76.2534
69.5815	0.642954	-0.491614	24.863	-1.79218	-1.53183	90.2158
72.5085	0.316838	2.48797	28.8119	-2.98111	2.29191	91.5752
53.6303	1.43308	-0.787694	26.3854	-0.845904	-2.45368	97.9553
51.7083	-1.2647	-0.332347	31.2393	3.06924	-1.81427	93.1151
74.396	-0.560009	-1.43848	21.6485	-2.18408	-0.286117	76.0182
72.5682	-2.12902	1.3803	30.822	1.80373	1.94439	91.3733
43.1207	-1.29571	2.38113	39.6437	1.43437	1.30071	93.54
27.945	-2.60482	1.26402	15.9789	1.22638	-1.74386	98.746
44.1856	-3.10409	-0.416096	38.7874	0.216192	0.488075	91.1043
31.9921	1.56321	-0.435324	30.5203	-1.75261	-1.71792	75.5973
49.6351	0.598958	1.2384	44.1395	-1.76912	1.67863	89.1527
71.8536	0.101451	2.67182	32.5574	-2.18366	2.43798	88.7258
40.4782	1.73621	2.25999	31.1362	-1.45343	0.869679	88.8439
37.6225	-1.50892	-2.27861	33.8798	1.35541	-0.774404	92.0422
46.7464	1.44936	1.92786	33.0731	-1.09906	0.889308	86.4807
40.7731	-0.364208	2.60058	38.5139	2.76432	1.64371	88.4983
44.6895	-2.72978	1.87981	35.1896	0.488136	1.41742	81.3851
46.2008	-1.47306	-2.29899	45.5397	1.40324	-2.1989	91.0481
45.432	0.00330615	1.48244	39.695	-3.00691	0.645526	92.3106
47.6162	2.42536	-2.24061	42.9219	-0.686226	-2.17418	90.456
33.1272	0.0366981	1.10841	32.7892	2.72961	-0.658986	92.2134
79.3962	-0.592876	-0.937984	41.7257	0.3785	-2.15859	92.0195
40.4065	-0.386107	-0.257299	37.9317	2.59386	-1.3836	90.8269
48.9953	0.112743	2.2431	42.0811	-2.93471	1.70731	93.9947
50.2172	2.15219	-0.375039	25.028	-0.792269	-1.82748	90.1677
40.8916	2.20044	1.56193	34.508	-2.19723	-0.107612	92.9079
47.9907	0.632926	0.518812	42.5381	-2.51856	0.250058	91.1804
41.6861	1.93584	0.633523	41.4034	-1.0042	-0.259333	91.1247
46.7683	2.70072	-1.25473	43.2889	-0.310449	-1.76218	92.7168
41.5766	-3.03541	1.00394	34.3884	0.0144377	-0.263699	91.2637
47.8499	-0.530578	-0.914453	38.2792	2.14704	0.0878796	94.5456
39.3148	-1.3731	1.78686	26.8237	2.8968	-0.0755563	88.6426
44.163	1.64725	-0.2902	42.5009	-1.72067	0.392891	91.228
43.247	2.92223	2.08603	23.6873	0.360481	0.245117	91.283
41.8711	-2.69802	1.1166	41.2476	0.287958	0.548049	86.2559
46.6358	-1.67396	0.726085	44.7544	1.54641	0.851297	91.4792
99.012	1.42293	2.0593	32.9492	-0.910803	0.780745	130.896
43.1961	-0.168699	-0.267783	36.3684	3.11467	0.847228	91.741
54.7939	0.587172	0.641005	35.2801	-2.08561	0.58237	85.569
46.3037	0.408757	-1.63589	44.2488	-2.76877	-1.32603	91.6034
54.5611	-2.26838	0.69278	41.5947	1.51637	0.587665	90.5322
37.8667	1.06401	-0.591055	29.8709	-2.06545	1.48877	107.031
58.8916	-0.26138	1.37526	46.3983	1.96464	1.48921	93.9705
27.7141	3.01917	1.79823	8.00525	-0.653347	-0.597358	53.2699
46.7668	-1.89752	-1.24662	43.3427	1.33007	-0.943562	90.9979
55.7584	0.291624	1.8174	27.0707	-1.83893	0.862794	78.1341
34.8946	-0.738464	1.80603	15.1699	2.41379	2.47661	48.6253
44.4454	-2.39243	-0.793051	42.0305	0.718852	-1.30345	89.2628
48.7659	-2.3521	-1.22312	45.6096	0.752934	-1.10556	94.47
38.5925	0.594006	0.0877689	37.3065	-2.46426	-1.12902	90.3162
59.7566	2.62442	1.95711	34.2553	-0.562281	1.43934	93.5141
59.9387	1.25701	0.713398	34.6785	-2.17937	0.659284	90.228
58.0098	-2.73248	-1.02364	44.212	0.187247	-0.594763	103.016
46.3611	-2.16747	-2.12206	31.1843	1.11641	-1.63858	78.0917
31.6959	-0.790088	1.03992	21.8274	-3.13088	-1.33582	92.0378
52.9693	1.85445	-1.70992	43.7567	-1.37703	-1.16113	99.8402
44.9423	-0.454583	0.400345	43.3935	2.84851	0.0817624	89.161
64.5901	-0.933527	0.144078	30.5138	1.99726	-0.420678	91.8794
